Order_ID,Date,Customer_ID,Product_Category,Product_Name,Quantity,Unit_Price,Discount_Percent,Payment_Method,Shipping_Days,Customer_Satisfaction,Total_Price,Final_Price
ORD_01076,2023-08-06,1789,Books,Phone,1,50,15,Credit Card,1,4,50,42.5
ORD_01077,2023-10-28,1030,Sports,T-Shirt,1,10,15,UPI,13,3,10,8.5
ORD_01078,2024-02-15,2398,Clothing,Headphones,4,500,25,Debit Card,6,3,2000,1500.0
ORD_01079,2023-03-14,1010,Sports,Novel,4,1500,15,Credit Card,14,4,6000,5100.0
ORD_01080,2023-10-09,2325,Home & Garden,Yoga Mat,2,1500,5,Credit Card,11,4,3000,2850.0
ORD_01081,2023-09-06,1095,Books,Headphones,4,200,0,Credit Card,13,4,800,800.0
ORD_01082,2023-02-16,2213,Home & Garden,Dumbbell,4,1500,25,Credit Card,7,4,6000,4500.0
ORD_01083,2023-05-01,1452,Home & Garden,Novel,3,200,20,Credit Card,9,4,600,480.0
ORD_01084,2023-08-02,1191,Clothing,Yoga Mat,2,10,20,Debit Card,14,2,20,16.0
ORD_01085,2023-08-27,1485,Electronics,Plant Pot,2,25,25,PayPal,7,4,50,37.5
ORD_01086,2023-02-25,2289,Home & Garden,T-Shirt,3,500,0,Credit Card,4,5,1500,1500.0
ORD_01087,2023-12-16,2447,Sports,Jeans,2,50,20,PayPal,14,1,100,80.0
ORD_01088,2023-04-17,2151,Electronics,Dumbbell,5,10,25,PayPal,4,3,50,37.5
ORD_01089,2023-11-15,1237,Sports,Headphones,5,500,25,UPI,8,2,2500,1875.0
ORD_01090,2023-02-17,2378,Sports,Phone,3,200,10,Debit Card,4,5,600,540.0
ORD_01091,2023-03-02,2135,Electronics,Headphones,4,200,5,Credit Card,1,4,800,760.0
ORD_01092,2023-12-03,2469,Electronics,Yoga Mat,5,10,20,PayPal,9,4,50,40.0
ORD_01093,2023-01-26,2366,Sports,Dumbbell,3,500,5,UPI,3,4,1500,1425.0
ORD_01094,2023-10-19,2168,Clothing,Laptop,5,200,25,PayPal,14,5,1000,750.0
ORD_01095,2023-09-14,2088,Books,Yoga Mat,1,10,0,Credit Card,1,4,10,10.0
ORD_01096,2023-01-08,2270,Books,Novel,3,1000,25,Debit Card,9,3,3000,2250.0
ORD_01097,2023-04-23,1734,Clothing,Headphones,2,10,20,Debit Card,11,4,20,16.0
ORD_01098,2023-12-21,1990,Electronics,Headphones,5,50,5,Credit Card,11,5,250,237.5
ORD_01099,2023-09-10,1824,Sports,Dumbbell,2,10,10,PayPal,14,4,20,18.0
ORD_01100,2023-06-29,2462,Books,T-Shirt,3,1000,10,UPI,13,3,3000,2700.0
ORD_01101,2023-07-26,1105,Sports,Dumbbell,5,500,25,Debit Card,10,5,2500,1875.0
ORD_01102,2023-10-30,1180,Clothing,Jeans,2,500,0,Debit Card,14,5,1000,1000.0
ORD_01103,2023-05-07,1183,Sports,Headphones,4,1500,15,PayPal,10,5,6000,5100.0
ORD_01104,2023-02-25,1225,Clothing,T-Shirt,4,200,20,PayPal,5,2,800,640.0
ORD_01105,2023-08-02,1776,Electronics,T-Shirt,1,1500,25,PayPal,12,3,1500,1125.0
ORD_01106,2023-01-14,1789,Clothing,Dumbbell,3,100,10,UPI,14,4,300,270.0
ORD_01107,2023-01-28,2112,Clothing,Plant Pot,2,50,10,PayPal,9,5,100,90.0
ORD_01108,2023-03-19,1687,Books,Yoga Mat,1,500,0,UPI,3,5,500,500.0
ORD_01109,2023-08-04,1529,Sports,Novel,3,200,10,Credit Card,6,5,600,540.0
ORD_01110,2024-01-21,2394,Books,Plant Pot,4,200,20,UPI,11,5,800,640.0
ORD_01111,2023-12-31,1971,Home & Garden,Headphones,2,50,0,PayPal,12,5,100,100.0
ORD_01112,2023-06-03,1935,Clothing,Headphones,5,1500,5,UPI,11,3,7500,7125.0
ORD_01113,2023-01-14,2422,Home & Garden,Headphones,4,50,0,UPI,12,3,200,200.0
ORD_01114,2023-07-06,1105,Books,Cookbook,5,1500,20,UPI,7,4,7500,6000.0
ORD_01115,2023-11-08,2294,Sports,Phone,5,200,20,Debit Card,5,3,1000,800.0
ORD_01116,2024-01-06,1830,Books,Laptop,2,1000,5,PayPal,12,3,2000,1900.0
ORD_01117,2023-01-07,1678,Sports,Cookbook,2,100,25,UPI,8,5,200,150.0
ORD_01118,2023-01-03,1848,Sports,Laptop,5,1000,0,PayPal,10,1,5000,5000.0
ORD_01119,2023-04-21,2055,Electronics,T-Shirt,1,25,20,Credit Card,6,5,25,20.0
ORD_01120,2024-02-11,1392,Clothing,Headphones,5,1000,20,UPI,12,5,5000,4000.0
ORD_01121,2023-08-26,1039,Books,Jeans,5,200,5,UPI,6,2,1000,950.0
ORD_01122,2023-12-29,1659,Sports,Novel,2,50,15,Credit Card,13,2,100,85.0
ORD_01123,2023-08-27,2241,Books,Dumbbell,3,10,0,PayPal,7,3,30,30.0
ORD_01124,2023-10-01,1980,Books,Novel,4,10,20,Credit Card,8,3,40,32.0
ORD_01125,2023-10-21,2105,Sports,Jeans,2,50,10,Credit Card,12,4,100,90.0
ORD_01126,2023-08-15,1844,Home & Garden,Dumbbell,1,1000,5,Credit Card,13,4,1000,950.0
ORD_01127,2024-01-06,1200,Clothing,T-Shirt,4,50,15,Credit Card,2,4,200,170.0
ORD_01128,2023-01-15,1446,Clothing,Jeans,2,25,15,PayPal,7,4,50,42.5
ORD_01129,2023-07-11,2451,Electronics,Headphones,2,500,5,UPI,9,4,1000,950.0
ORD_01130,2023-04-29,2061,Electronics,Jeans,3,1500,15,Credit Card,13,4,4500,3825.0
ORD_01131,2023-01-28,2234,Electronics,Headphones,1,50,20,Credit Card,1,2,50,40.0
ORD_01132,2023-07-21,1443,Clothing,Jeans,1,1500,15,Debit Card,13,3,1500,1275.0
ORD_01133,2023-02-08,2350,Home & Garden,Jeans,2,1500,0,PayPal,12,5,3000,3000.0
ORD_01134,2024-03-16,1760,Clothing,Plant Pot,3,10,10,Credit Card,1,3,30,27.0
ORD_01135,2023-09-30,1226,Clothing,Novel,2,100,20,Debit Card,7,5,200,160.0
ORD_01136,2023-08-19,1047,Clothing,Laptop,5,50,5,Credit Card,13,3,250,237.5
ORD_01137,2023-03-27,2041,Clothing,Cookbook,5,25,10,PayPal,14,1,125,112.5
ORD_01138,2023-05-06,1911,Home & Garden,Plant Pot,3,1500,25,Debit Card,5,4,4500,3375.0
ORD_01139,2023-10-27,2462,Electronics,Laptop,2,100,20,Debit Card,1,5,200,160.0
ORD_01140,2023-01-25,1186,Books,Plant Pot,3,25,10,PayPal,14,5,75,67.5
ORD_01141,2023-05-25,1344,Electronics,Phone,2,100,15,Debit Card,13,3,200,170.0
ORD_01142,2023-01-13,1223,Electronics,Dumbbell,2,50,25,Debit Card,1,5,100,75.0
ORD_01143,2023-07-31,1829,Books,Headphones,5,1500,5,Credit Card,2,4,7500,7125.0
ORD_01144,2023-01-25,1487,Clothing,Cookbook,4,10,5,Debit Card,11,1,40,38.0
ORD_01145,2023-03-09,1876,Home & Garden,Plant Pot,1,100,0,UPI,10,1,100,100.0
ORD_01146,2024-01-29,1848,Home & Garden,Plant Pot,1,200,15,PayPal,9,4,200,170.0
ORD_01147,2023-03-08,2252,Electronics,T-Shirt,3,500,0,Credit Card,12,4,1500,1500.0
ORD_01148,2023-08-21,2413,Books,Jeans,1,25,0,Debit Card,12,2,25,25.0
ORD_01149,2023-04-19,1978,Sports,Phone,5,100,15,UPI,3,5,500,425.0
ORD_01150,2023-05-26,2016,Clothing,Cookbook,4,1500,20,Credit Card,9,5,6000,4800.0
ORD_01151,2023-04-21,1187,Electronics,Cookbook,2,25,25,PayPal,6,5,50,37.5
ORD_01152,2023-08-16,1269,Home & Garden,Dumbbell,2,10,0,Debit Card,13,4,20,20.0
ORD_01153,2023-04-21,1309,Books,Cookbook,5,25,10,PayPal,10,4,125,112.5
ORD_01154,2023-02-03,2155,Books,Yoga Mat,1,25,25,PayPal,6,4,25,18.75
ORD_01155,2023-04-21,2095,Electronics,Cookbook,2,200,20,Debit Card,7,4,400,320.0
ORD_01156,2023-09-21,1844,Sports,Plant Pot,1,25,15,Debit Card,10,5,25,21.25
ORD_01157,2024-02-28,2210,Home & Garden,Yoga Mat,5,100,5,Credit Card,11,4,500,475.0
ORD_01158,2024-01-04,1485,Electronics,Laptop,2,1500,20,PayPal,8,3,3000,2400.0
ORD_01159,2023-08-24,2214,Sports,Jeans,3,25,0,Debit Card,11,3,75,75.0
ORD_01160,2023-03-24,2445,Books,Yoga Mat,4,1500,10,PayPal,3,5,6000,5400.0
ORD_01161,2023-02-11,1119,Clothing,Laptop,1,50,25,Debit Card,8,3,50,37.5
ORD_01162,2024-02-29,1219,Home & Garden,Phone,1,25,15,PayPal,6,5,25,21.25
ORD_01163,2023-04-11,1052,Home & Garden,Novel,1,50,5,Credit Card,6,4,50,47.5
ORD_01164,2023-01-06,2474,Sports,Headphones,1,500,25,PayPal,11,4,500,375.0
ORD_01165,2023-06-29,2435,Electronics,,5,25,10,Debit Card,14,5,125,112.5
ORD_01166,2023-10-09,2260,Books,Yoga Mat,5,1000,5,UPI,3,2,5000,4750.0
ORD_01167,2023-11-16,1757,Sports,Novel,5,500,15,Credit Card,6,4,2500,2125.0
ORD_01168,2023-08-14,1737,Clothing,Jeans,5,1500,25,Credit Card,11,1,7500,5625.0
ORD_01169,2024-03-18,1719,Clothing,T-Shirt,2,1000,20,UPI,13,4,2000,1600.0
ORD_01170,2024-03-15,1405,Clothing,Phone,5,25,0,Debit Card,8,2,125,125.0
ORD_01171,2023-11-11,1607,Sports,Headphones,2,100,15,Credit Card,13,2,200,170.0
ORD_01172,2023-12-31,2020,Books,Jeans,3,1000,10,UPI,7,5,3000,2700.0
ORD_01173,2024-03-29,1421,Home & Garden,Phone,5,50,20,UPI,10,4,250,200.0
ORD_01174,2023-08-17,1711,Electronics,T-Shirt,3,1500,25,PayPal,10,3,4500,3375.0
ORD_01175,2024-01-12,1246,Home & Garden,Laptop,5,500,5,PayPal,7,4,2500,2375.0
ORD_01176,2023-10-16,1071,Books,T-Shirt,3,500,20,Debit Card,3,4,1500,1200.0
ORD_01177,2024-03-12,1184,Home & Garden,Yoga Mat,4,50,20,UPI,10,4,200,160.0
ORD_01178,2023-05-30,1005,Sports,Headphones,3,200,10,PayPal,14,5,600,540.0
ORD_01179,2023-10-04,2229,Clothing,Cookbook,2,25,0,Debit Card,3,5,50,50.0
ORD_01180,2023-07-17,1905,Books,Dumbbell,1,25,20,Credit Card,5,3,25,20.0
ORD_01181,2023-03-11,1386,Books,Plant Pot,3,100,20,PayPal,12,4,300,240.0
ORD_01182,2023-04-22,1698,Home & Garden,Plant Pot,1,200,0,Debit Card,5,2,200,200.0
ORD_01183,2023-01-04,2099,Sports,Laptop,4,200,0,PayPal,9,3,800,800.0
ORD_01184,2023-12-16,2200,Home & Garden,Jeans,4,1000,5,Credit Card,13,5,4000,3800.0
ORD_01185,2023-11-27,1826,Home & Garden,Headphones,2,1500,25,Credit Card,9,4,3000,2250.0
ORD_01186,2024-03-21,1348,Books,Cookbook,2,100,5,PayPal,10,5,200,190.0
ORD_01187,2023-11-14,2278,Home & Garden,Laptop,3,500,0,Credit Card,5,3,1500,1500.0
ORD_01188,2023-12-16,1307,Clothing,Dumbbell,5,50,15,Debit Card,12,3,250,212.5
ORD_01189,2023-04-05,2368,Home & Garden,Yoga Mat,4,500,0,PayPal,14,4,2000,2000.0
ORD_01190,2023-06-01,2150,Clothing,Yoga Mat,1,10,5,PayPal,5,4,10,9.5
ORD_01191,2023-11-07,1286,Books,Cookbook,5,100,10,Credit Card,6,5,500,450.0
ORD_01192,2023-05-17,1765,Sports,Cookbook,4,50,10,Debit Card,13,4,200,180.0
ORD_01193,2023-09-04,1724,Clothing,Cookbook,3,500,25,PayPal,13,4,1500,1125.0
ORD_01194,2024-01-22,1761,Sports,T-Shirt,4,500,20,PayPal,8,4,2000,1600.0
ORD_01195,2023-08-31,1382,Sports,Plant Pot,2,200,10,Credit Card,6,5,400,360.0
ORD_01196,2023-01-31,2429,Clothing,Novel,1,100,5,Credit Card,14,5,100,95.0
ORD_01197,2023-02-09,1387,Books,Headphones,1,10,10,Debit Card,11,4,10,9.0
ORD_01198,2023-08-17,1524,Electronics,Novel,2,25,15,Debit Card,13,5,50,42.5
ORD_01199,2023-02-05,1638,Sports,T-Shirt,5,100,0,Credit Card,13,4,500,500.0
ORD_01200,2024-02-12,1937,Sports,Jeans,2,1500,0,Debit Card,12,5,3000,3000.0
ORD_01201,2023-08-11,1275,Books,Yoga Mat,1,10,5,UPI,14,5,10,9.5
ORD_01202,2023-01-06,1499,Books,Plant Pot,3,1500,20,UPI,6,1,4500,3600.0
ORD_01203,2023-11-18,1716,Home & Garden,Cookbook,5,10,0,Credit Card,9,4,50,50.0
ORD_01204,2023-08-08,1336,Books,Dumbbell,4,1500,10,PayPal,1,5,6000,5400.0
ORD_01205,2023-03-16,1931,Sports,Dumbbell,3,100,15,Credit Card,14,4,300,255.0
ORD_01206,2023-01-04,1480,Clothing,Dumbbell,5,50,20,Credit Card,4,5,250,200.0
ORD_01207,2023-12-01,1910,Electronics,Headphones,1,100,20,Credit Card,10,3,100,80.0
ORD_01208,2023-05-14,2296,Home & Garden,Cookbook,1,500,20,PayPal,13,4,500,400.0
ORD_01209,2023-04-28,2081,Clothing,Plant Pot,3,1000,0,UPI,10,5,3000,3000.0
ORD_01210,2024-01-04,2351,Electronics,Yoga Mat,5,200,25,Debit Card,12,4,1000,750.0
ORD_01211,2023-04-04,1108,Electronics,Novel,4,500,20,UPI,2,4,2000,1600.0
ORD_01212,2024-03-10,2302,Electronics,Cookbook,4,10,5,Debit Card,9,2,40,38.0
ORD_01213,2023-03-03,1327,Clothing,Cookbook,2,10,10,Debit Card,3,1,20,18.0
ORD_01214,2024-03-16,1314,Home & Garden,T-Shirt,3,25,25,Credit Card,10,4,75,56.25
ORD_01215,2023-07-13,2497,Home & Garden,Jeans,5,10,15,Credit Card,11,5,50,42.5
ORD_01216,2023-12-01,2134,Electronics,Dumbbell,3,1000,10,Debit Card,2,5,3000,2700.0
ORD_01217,2023-07-22,1698,Clothing,Laptop,4,25,5,PayPal,8,4,100,95.0
ORD_01218,2024-01-27,1780,Electronics,Plant Pot,5,10,5,PayPal,4,5,50,47.5
ORD_01219,2023-01-26,2252,Books,T-Shirt,1,10,25,PayPal,11,5,10,7.5
ORD_01220,2024-03-10,1155,Home & Garden,Jeans,1,100,10,PayPal,2,5,100,90.0
ORD_01221,2023-06-22,2496,Sports,Jeans,5,100,0,Credit Card,4,5,500,500.0
ORD_01222,2023-10-27,2295,Electronics,Phone,3,200,5,UPI,7,4,600,570.0
ORD_01223,2023-05-13,1886,Books,Dumbbell,3,500,20,UPI,14,4,1500,1200.0
ORD_01224,2023-11-22,2025,Home & Garden,Phone,1,50,15,Debit Card,7,3,50,42.5
ORD_01225,2024-02-14,1757,Clothing,T-Shirt,1,200,15,PayPal,1,5,200,170.0
ORD_01226,2023-04-28,1721,Home & Garden,Jeans,4,10,5,Credit Card,13,1,40,38.0
ORD_01227,2023-11-20,1912,Clothing,Laptop,5,200,20,Credit Card,12,3,1000,800.0
ORD_01228,2023-10-02,2309,Clothing,Plant Pot,3,100,10,Credit Card,12,4,300,270.0
ORD_01229,2023-07-31,1870,Electronics,Phone,4,500,15,Debit Card,1,5,2000,1700.0
ORD_01230,2023-08-13,1012,Electronics,Jeans,3,10,20,Credit Card,3,5,30,24.0
ORD_01231,2023-01-20,1607,Home & Garden,Plant Pot,1,1500,20,Debit Card,2,4,1500,1200.0
ORD_01232,2023-04-23,1497,Books,Dumbbell,5,10,0,Debit Card,3,5,50,50.0
ORD_01233,2023-05-20,1237,Home & Garden,Novel,2,200,5,Debit Card,4,5,400,380.0
ORD_01234,2023-02-16,2117,Sports,Plant Pot,5,500,20,Debit Card,14,4,2500,2000.0
ORD_01235,2023-01-01,2361,Clothing,Jeans,2,1500,10,Credit Card,7,4,3000,2700.0
ORD_01236,2023-03-31,1780,Clothing,T-Shirt,4,1000,15,Credit Card,2,4,4000,3400.0
ORD_01237,2023-05-22,2194,Electronics,Phone,2,25,0,UPI,7,3,50,50.0
ORD_01238,2023-11-16,1605,Books,Phone,2,1000,10,Credit Card,5,5,2000,1800.0
ORD_01239,2023-02-07,1660,Electronics,Yoga Mat,4,1500,15,PayPal,8,5,6000,5100.0
ORD_01240,2023-10-20,1848,Sports,Jeans,5,1500,5,PayPal,8,5,7500,7125.0
ORD_01241,2024-01-17,1935,Home & Garden,Yoga Mat,4,50,10,Debit Card,5,4,200,180.0
ORD_01242,2023-05-19,2490,Home & Garden,Laptop,1,1500,15,Debit Card,10,5,1500,1275.0
ORD_01243,2023-12-22,1627,Books,Laptop,1,500,0,Debit Card,8,3,500,500.0
ORD_01244,2023-11-29,1142,Electronics,Jeans,2,200,15,UPI,12,3,400,340.0
ORD_01245,2023-09-16,2224,Electronics,Phone,4,1000,20,Debit Card,14,3,4000,3200.0
ORD_01246,2023-06-10,2203,Sports,Dumbbell,4,200,0,UPI,9,5,800,800.0
ORD_01247,2024-01-25,1713,Home & Garden,Headphones,4,50,10,Debit Card,7,5,200,180.0
ORD_01248,2023-06-27,2387,Electronics,Laptop,5,10,25,PayPal,6,4,50,37.5
ORD_01249,2023-01-10,1478,Books,Phone,3,10,5,Debit Card,7,4,30,28.5
ORD_01250,2023-09-18,1564,Home & Garden,Cookbook,3,25,0,Credit Card,7,3,75,75.0
ORD_01251,2024-02-11,1470,Sports,Cookbook,3,200,0,Debit Card,3,1,600,600.0
ORD_01252,2023-05-18,1383,Books,Yoga Mat,5,50,0,Credit Card,6,3,250,250.0
ORD_01253,2023-06-21,1925,Clothing,Plant Pot,4,200,15,Credit Card,6,4,800,680.0
ORD_01254,2024-01-21,1416,Sports,Dumbbell,3,100,20,Credit Card,11,5,300,240.0
ORD_01255,2023-01-13,1307,Books,Yoga Mat,4,200,25,Credit Card,9,5,800,600.0
ORD_01256,2023-06-17,1648,Electronics,Cookbook,2,200,5,UPI,1,3,400,380.0
ORD_01257,2023-05-10,2390,Clothing,Dumbbell,3,100,5,UPI,13,2,300,285.0
ORD_01258,2023-03-25,2024,Sports,Headphones,2,100,20,Debit Card,7,5,200,160.0
ORD_01259,2023-11-17,2067,Electronics,Plant Pot,5,1000,15,Debit Card,1,2,5000,4250.0
ORD_01260,2023-11-15,1738,Clothing,Yoga Mat,1,1500,15,UPI,10,4,1500,1275.0
ORD_01261,2023-04-11,2121,Home & Garden,Cookbook,5,1500,20,Debit Card,13,2,7500,6000.0
ORD_01262,2023-11-25,2288,Electronics,Laptop,5,50,20,Debit Card,4,4,250,200.0
ORD_01263,2023-09-30,1139,Books,Laptop,5,1000,10,UPI,13,4,5000,4500.0
ORD_01264,2023-09-22,2260,Sports,Yoga Mat,3,10,15,UPI,7,3,30,25.5
ORD_01265,2024-02-03,1973,Clothing,Headphones,2,25,0,Debit Card,6,4,50,50.0
ORD_01266,2024-02-12,2016,Electronics,Headphones,3,1000,5,UPI,6,4,3000,2850.0
ORD_01267,2023-02-07,1952,Home & Garden,Jeans,1,100,15,PayPal,5,3,100,85.0
ORD_01268,2024-02-23,1903,Sports,Plant Pot,5,10,20,Credit Card,11,5,50,40.0
ORD_01269,2023-04-04,1071,Sports,Phone,4,1500,0,Credit Card,7,5,6000,6000.0
ORD_01270,2023-04-05,2213,Electronics,Headphones,1,50,10,PayPal,9,3,50,45.0
ORD_01271,2023-11-01,2291,Home & Garden,Plant Pot,2,500,25,PayPal,14,3,1000,750.0
ORD_01272,2023-03-10,2344,Clothing,Headphones,1,200,10,Debit Card,6,2,200,180.0
ORD_01273,2023-11-14,1106,Electronics,Jeans,3,50,0,Debit Card,10,4,150,150.0
ORD_01274,2024-03-19,2255,Clothing,Novel,4,50,0,Credit Card,7,5,200,200.0
ORD_01275,2023-08-24,2065,Sports,Headphones,3,100,20,Debit Card,9,3,300,240.0
ORD_01276,2024-03-09,1882,Clothing,Plant Pot,5,25,25,Credit Card,7,4,125,93.75
ORD_01277,2023-11-30,1138,Home & Garden,Jeans,5,1000,20,Debit Card,6,3,5000,4000.0
ORD_01278,2024-01-08,1614,Books,Jeans,1,100,5,Debit Card,3,4,100,95.0
ORD_01279,2024-01-11,1862,Home & Garden,Plant Pot,5,200,25,Credit Card,14,1,1000,750.0
ORD_01280,2023-05-17,1272,Clothing,Plant Pot,5,100,25,PayPal,1,5,500,375.0
ORD_01281,2024-02-22,1415,Electronics,Laptop,2,200,5,PayPal,10,4,400,380.0
ORD_01282,2023-03-17,1505,Sports,Novel,2,100,10,Debit Card,9,3,200,180.0
ORD_01283,2023-02-04,1732,Books,Jeans,3,500,0,PayPal,7,5,1500,1500.0
ORD_01284,2023-01-01,1423,Electronics,Laptop,3,1500,10,Debit Card,3,3,4500,4050.0
ORD_01285,2023-10-23,2430,Electronics,Dumbbell,2,25,20,UPI,10,2,50,40.0
ORD_01286,2023-11-16,1389,Home & Garden,Yoga Mat,1,500,15,UPI,9,5,500,425.0
ORD_01287,2024-02-10,1341,Clothing,Yoga Mat,2,10,20,UPI,3,3,20,16.0
ORD_01288,2023-03-01,1945,Home & Garden,Jeans,3,1500,15,PayPal,3,5,4500,3825.0
ORD_01289,2023-11-16,1613,Clothing,Laptop,4,1500,0,PayPal,13,4,6000,6000.0
ORD_01290,2023-12-15,1492,Home & Garden,Novel,5,1500,0,Credit Card,14,5,7500,7500.0
ORD_01291,2023-11-24,1191,Electronics,,4,25,25,PayPal,7,5,100,75.0
ORD_01292,2023-09-24,1498,Sports,Dumbbell,4,1000,0,Debit Card,2,2,4000,4000.0
ORD_01293,2023-12-27,1821,Clothing,Jeans,5,100,5,Credit Card,10,5,500,475.0
ORD_01294,2023-08-17,2256,Books,Headphones,2,1500,5,PayPal,14,2,3000,2850.0
ORD_01295,2023-09-27,1226,Books,Dumbbell,1,50,15,Credit Card,7,4,50,42.5
ORD_01296,2023-11-12,2394,Electronics,Laptop,4,10,10,PayPal,7,4,40,36.0
ORD_01297,2023-10-13,1138,Home & Garden,Headphones,1,1500,25,Debit Card,1,5,1500,1125.0
ORD_01298,2023-10-18,1855,Home & Garden,Yoga Mat,3,50,10,UPI,13,5,150,135.0
ORD_01299,2023-08-01,1816,Electronics,T-Shirt,4,1500,15,UPI,10,5,6000,5100.0
ORD_01300,2023-06-14,2172,Books,Yoga Mat,3,500,5,Debit Card,11,5,1500,1425.0
ORD_01301,2023-01-05,2138,Books,Jeans,2,1000,20,Credit Card,2,5,2000,1600.0
ORD_01302,2023-12-05,2473,Home & Garden,Plant Pot,4,25,25,UPI,5,4,100,75.0
ORD_01303,2024-01-14,2086,Clothing,Yoga Mat,3,1000,15,PayPal,14,5,3000,2550.0
ORD_01304,2023-03-19,1103,Sports,Cookbook,3,10,10,PayPal,4,5,30,27.0
ORD_01305,2024-02-14,1870,Clothing,Yoga Mat,2,500,15,Credit Card,14,5,1000,850.0
ORD_01306,2023-03-03,1667,Books,Yoga Mat,1,100,15,Credit Card,3,5,100,85.0
ORD_01307,2023-05-12,1272,Clothing,Yoga Mat,1,50,0,Debit Card,10,2,50,50.0
ORD_01308,2023-03-30,2029,Sports,Yoga Mat,4,100,5,UPI,14,4,400,380.0
ORD_01309,2023-08-25,2170,Clothing,Headphones,2,200,25,Credit Card,11,5,400,300.0
ORD_01310,2023-02-11,1183,Clothing,Headphones,4,1000,0,UPI,8,2,4000,4000.0
ORD_01311,2023-03-30,2051,Clothing,Yoga Mat,1,10,5,UPI,7,4,10,9.5
ORD_01312,2024-02-06,2142,Clothing,Phone,2,50,15,PayPal,9,5,100,85.0
ORD_01313,2023-10-23,1292,Electronics,,5,25,5,Credit Card,3,1,125,118.75
ORD_01314,2023-11-24,2394,Books,Headphones,2,1500,10,Debit Card,10,5,3000,2700.0
ORD_01315,2023-10-22,2267,Sports,T-Shirt,2,25,25,Credit Card,1,5,50,37.5
ORD_01316,2023-04-14,2241,Books,Plant Pot,5,25,0,UPI,9,3,125,125.0
ORD_01317,2023-01-14,1176,Electronics,Dumbbell,3,500,25,PayPal,9,5,1500,1125.0
ORD_01318,2023-10-15,2322,Electronics,Cookbook,3,25,15,Credit Card,12,2,75,63.75
ORD_01319,2023-06-28,1057,Electronics,Cookbook,3,50,10,Credit Card,12,5,150,135.0
ORD_01320,2023-05-05,2292,Electronics,Yoga Mat,1,1500,5,Credit Card,1,4,1500,1425.0
ORD_01321,2024-02-26,1307,Clothing,T-Shirt,2,1000,5,Debit Card,14,5,2000,1900.0
ORD_01322,2023-12-19,2311,Books,Phone,5,1000,10,Debit Card,8,3,5000,4500.0
ORD_01323,2023-01-23,1976,Home & Garden,Phone,1,1000,5,Debit Card,14,4,1000,950.0
ORD_01324,2023-03-04,2128,Sports,T-Shirt,5,500,0,Debit Card,14,5,2500,2500.0
ORD_01325,2023-05-23,2251,Electronics,Plant Pot,1,200,20,PayPal,10,3,200,160.0
ORD_01326,2023-06-02,2270,Books,Headphones,1,25,5,PayPal,1,5,25,23.75
ORD_01327,2023-05-25,1699,Electronics,Plant Pot,1,1000,15,Debit Card,6,5,1000,850.0
ORD_01328,2023-08-13,1082,Electronics,Jeans,5,25,5,UPI,9,4,125,118.75
ORD_01329,2024-03-25,2209,Electronics,Jeans,4,1500,25,Debit Card,3,5,6000,4500.0
ORD_01330,2023-11-05,1251,Electronics,Phone,1,1500,15,Debit Card,6,4,1500,1275.0
ORD_01331,2023-04-14,2378,Electronics,Dumbbell,3,500,5,UPI,3,4,1500,1425.0
ORD_01332,2023-04-14,1795,Sports,Jeans,2,25,5,Credit Card,11,1,50,47.5
ORD_01333,2024-03-10,1896,Books,Phone,4,200,15,UPI,14,4,800,680.0
ORD_01334,2023-02-08,1209,Electronics,Yoga Mat,4,500,0,UPI,5,4,2000,2000.0
ORD_01335,2024-03-10,1815,Electronics,Novel,5,500,20,PayPal,11,4,2500,2000.0
ORD_01336,2023-07-17,1608,Electronics,Novel,4,10,20,Credit Card,14,3,40,32.0
ORD_01337,2023-05-14,1446,Electronics,Laptop,5,500,0,UPI,7,3,2500,2500.0
ORD_01338,2023-03-08,1459,Clothing,Yoga Mat,5,25,5,Debit Card,11,5,125,118.75
ORD_01339,2024-01-26,1967,Clothing,Novel,3,500,20,UPI,10,3,1500,1200.0
ORD_01340,2023-06-28,1471,Home & Garden,Plant Pot,1,25,0,PayPal,12,4,25,25.0
ORD_01341,2024-03-31,1369,Electronics,Laptop,4,25,0,UPI,4,3,100,100.0
ORD_01342,2023-02-11,1899,Home & Garden,Phone,1,1000,20,Debit Card,4,4,1000,800.0
ORD_01343,2024-03-23,1922,Sports,T-Shirt,1,500,15,Credit Card,7,5,500,425.0
ORD_01344,2023-01-15,1136,Home & Garden,T-Shirt,1,10,10,PayPal,5,5,10,9.0
ORD_01345,2023-04-21,1366,Books,Phone,5,25,15,Credit Card,1,3,125,106.25
ORD_01346,2023-06-06,1911,Clothing,Dumbbell,1,1000,5,PayPal,11,4,1000,950.0
ORD_01347,2023-10-16,1183,Clothing,Phone,4,10,15,Debit Card,10,5,40,34.0
ORD_01348,2023-08-19,2310,Electronics,Headphones,5,10,25,PayPal,13,5,50,37.5
ORD_01349,2024-02-15,1471,Electronics,T-Shirt,4,500,10,Credit Card,12,3,2000,1800.0
ORD_01350,2024-02-24,2398,Sports,Novel,5,100,10,Credit Card,13,5,500,450.0
ORD_01351,2023-06-06,1653,Sports,Cookbook,2,1000,0,UPI,2,3,2000,2000.0
ORD_01352,2023-02-07,1748,Books,Laptop,2,100,25,Credit Card,6,4,200,150.0
ORD_01353,2024-03-16,1536,Electronics,Dumbbell,2,25,5,UPI,13,1,50,47.5
